cr;c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99;c100;c101;c102;c103;c104;c105;c106;c107;c108;c109;c110;c111;c112;c113;c114;c115;c116;c117;c118;c119;c120;c121;c122;c123;c124;c125;c126;c127;c128;c129;c130;c131;c132;c133;c134;c135;c136;c137;c138;c139;c140;c141;c142;c143;c144;c145;c146;c147;c148;c149;c150;c151;c152;c153;c154;c155;c156;c157;c158;c159;c160;c161;c162;c163;c164;c165;c166;c167;c168;c169;c170;c171;c172;c173;c174;c175;c176;c177;c178;c179;c180;c181;c182;c183;c184;c185;c186;c187;c188;c189;c190;c191;c192;c193;c194;c195;c196;c197;c198;c199;c200;c201;c202;c203;c204;c205;c206;c207;c208;c209;c210;c211;c212;c213;c214;c215;c216;c217;c218;c219;c220;c221;c222;c223;c224;c225;c226;c227;c228;c229;c230;c231;c232;c233;c234;c235;c236;c237;c238;c239;c240;c241;c242;c243;c244;c245;c246;c247;c248;c249;c250;c251;c252;c253;c254;c255;c256;c257;c258;c259;c260;c261;c262;c263;c264;c265;c266;c267;c268;c269;c270;c271;c272;c273;c274;c275;c276;c277;c278;c279;c280;c281;c282;c283;c284;c285;c286;c287;c288;c289;c290;c291;c292;c293;c294;c295;c296;c297;c298;c299
r138;11.491;23.141;7.038;6.766;3.206;23.648;22.947;12.011;20.418;2.951;3.119;29.479;20.054;23.396;13.226;27.607;15.701;15.579;28.798;28.073;20.447;27.349;20.201;14.317;27.267;7.259;11.79;5.465;7.341;13.75;3.27;17.637;25.968;23.509;5.91;18.782;6.896;16.047;19.157;8.72;12.619;11.894;19.977;3.601;7.379;21.06;18.529;8.033;22.754;7.274;20.738;27.255;20.147;1.034;6.847;9.267;11.883;18.105;28.862;15.94;4.622;20.48;29.232;20.431;17.613;17.192;15.044;16.466;24.272;16.513;7.767;11.178;21.424;22.595;7.769;23.065;3.586;25.98;7.673;16.352;24.958;7.513;25.694;9.162;12.521;25.352;28.534;7.313;2.776;10.147;11.721;20.99;7.513;21.721;6.202;15.651;3.416;23.219;12.939;20.249;21.166;4.359;14.012;5.422;16.542;19.407;27.849;2.71;12.302;19.287;4.147;25.119;22.9;29.987;25.335;5.11;6.578;29.399;28.987;24.294;2.009;17.818;13.204;25.691;29.905;14.866;6.832;26.646;6.792;28.696;25.024;2.855;21.782;18.575;6.49;21.434;8.842;16.156;27.342;8.892;17.282;12.953;10.488;4.204;22.033;8.433;9.283;10.818;7.187;16.51;10.399;22.307;10.282;21.52;10.846;27.906;22.123;12.156;22.1;2.381;21.009;15.893;1.932;27.165;26.894;1.445;1.945;20.53;8.204;9.342;29.967;24.606;17.106;25.368;20.451;12.325;10.677;22.253;8.267;25.964;8.567;16.029;9.814;9.698;26.134;4.256;13.247;25.658;1.754;4.925;27.555;22.367;8.752;14.12;23.439;11.469;9.744;1.151;5.101;29.501;4.672;4.806;24.808;13.037;25.548;25.086;15.559;27.783;13.321;14.529;17.699;25.257;10.754;18.739;10.024;25.584;4.597;21.313;12.488;22.499;19.628;1.458;21.235;18.682;8.82;11.65;29.11;12.167;24.405;14.113;17.69;17.404;4.75;11.652;3.643;16.571;29.987;27.394;21.078;15.81;14.041;28.101;12.609;14.106;13.619;8.013;3.732;10.57;24.871;23.906;3.292;16.876;15.373;1.456;11.222;10.524;24.743;19.901;26.929;13.763;19.171;29.895;19.13;6.791;19.928;1.676;19.656;15.847;22.912;2.833;6.543;5.419;13.13;29.827;20.492;1.291;2.137;9.855;19.764;21.646;17.807;8.239;29.676;25.828;10.337;15.087;12.455;10.311;8.464;6.218;28.109;14.963;1.246;8.559;6.62;21.667;17.557;19.781;9.932;28.519
r139;3.755;11.095;11.024;29.135;24.528;5.814;9.478;17.918;2.684;19.373;26.763;2.053;3.465;5.385;22.576;28.223;29.701;25.203;11.75;24.743;24.052;1.542;3.49;12.067;7.086;13.022;29.642;25.535;23.052;10.14;5.69;3.235;19.89;28.825;14.834;5.89;6.232;18.687;17.636;14.608;28.066;28.749;4.83;12.199;28.893;12.386;29.832;28.088;8.642;23.723;12.598;15.611;13.547;25.875;2.266;12.84;21.707;10.439;18.771;10.443;21.431;21.676;25.709;4.579;21.361;17.945;29.734;7.839;27.387;11.345;2.872;5.741;8.799;18.778;7.153;25.884;26.771;9.846;14.288;4.213;14.717;17.431;3.576;22.093;21.47;9.672;8.873;26.187;4.935;9.414;21.568;29.989;28.002;17.66;29.246;19.771;20.656;23.48;27.559;8.343;1.459;12.563;24.908;17.448;14.224;21.072;22.224;27.414;5.956;6.301;25.091;23.188;4.107;25.277;26.313;10.229;28.94;2.155;17.048;27.703;3.918;4.213;29.364;24.421;11.238;22.95;9.163;22.973;10.141;9.311;14.196;23.657;8.203;25.691;10.582;10.099;2.585;9.268;19.281;2.814;7.539;15.501;27.371;16.985;25.489;16.414;19.912;21.369;6.208;17.346;18.962;6.068;29.494;21.771;9.446;25.457;6.337;15.864;25.3;23.449;23.441;3.268;13.484;24.112;22.491;17.261;6.796;20.147;25.561;13.497;12.559;16.719;17.28;17.069;24.825;19.78;15.218;8.082;21.752;24.499;26.414;21.137;26.814;10.321;26.198;13.688;3.657;14.625;17.356;10.916;5.857;29.689;9.444;23.122;4.202;26.678;2.876;22.614;9.235;8.482;24.689;5.513;26.398;2.059;21.604;5.942;9.188;2.556;29.963;1.913;16.757;17.853;20.716;10.641;23.451;21.091;16.013;17.613;13.607;19.896;19.112;17.825;23.337;19.591;20.773;17.655;15.631;26.852;8.211;22.093;14.066;13.555;6.54;29.83;8.121;27.911;29.798;8.179;14.761;6.436;9.943;9.588;10.407;10.108;25.478;23.505;17.662;22.43;25.789;10.422;3.683;12.913;15.565;25.928;20.029;20.732;4.157;14.098;28.392;17.027;14.584;5.738;16.584;5.687;28.814;23.248;6.145;16.438;8.064;29.397;8.856;10.935;26.706;4.696;6.498;12.649;23.933;28.494;4.007;4.544;2.844;24.24;21.141;7.525;16.994;23.118;1.273;13.826;10.419;15.727;5.846;6.278;27.72;23.513;8.116;13.516;18.459;21.831;20.4;5.922
r140;13.861;28.477;9.731;28.067;26.962;28.209;9.087;22.472;15.683;5.198;20.208;14.254;12.715;19.161;23.709;14.757;23.764;15.042;11.655;9.161;2.662;25.189;1.891;16.207;6.932;13.663;7.396;7.333;2.036;25.633;21.421;22.334;3.106;27.647;28.203;9.068;11.357;23.184;17.224;22.764;27.971;11.569;29.066;15.705;8.502;27.857;2.663;22.809;9.229;2.478;27.714;3.673;9.885;7.257;21.543;1.49;20.751;16.63;15.477;16.246;17.081;1.975;17.338;22.186;13.564;2.934;5.25;15.148;10.214;3.599;22.357;23.773;7.957;25.119;15.308;23.273;15.131;2.906;11.119;19.343;25.383;14.887;27.132;4.073;12.006;28.147;15.595;11.696;24.344;8.787;25.745;15.899;12.967;9.29;3.502;12.955;2.558;16.849;2.251;12.119;7.081;15.126;2.498;25.646;6.512;21.274;23.024;9.986;16.714;10.681;6.829;24.136;29.572;20.104;5.263;14.295;29.592;28.791;27.078;5.369;18.401;18.24;26.364;26.711;25.743;19.295;12.183;19.248;27.53;29.444;21.547;1.773;7.98;26.71;21.309;21.812;28.485;20.536;17.946;14.057;23.293;10.734;28.427;7.981;15.126;15.115;2.285;25.432;25.744;20.315;27.804;21.043;25.486;23.321;26.277;19.625;5.61;9.673;3.377;14.83;28.572;16.973;29.181;21.282;3.928;29.419;27.885;19.945;15.998;5.367;5.211;5.564;17.445;27.02;7.177;27.588;4.106;25.903;10.361;22.866;8.55;21.899;26.153;27.866;19.852;22.254;21.527;14.92;22.91;15.13;3.922;23.183;13.92;8.23;29.936;3.581;12.928;8.191;3.225;22.254;8.22;18.431;12.623;22.324;15.55;15.621;2.821;4.772;22.738;7.243;10.067;24.692;6.208;12.438;18.068;11.519;26.528;27.513;5.027;25.261;10.837;3.891;13.222;24.201;22.844;21.088;29.805;27.159;17.984;16.341;12.461;14.309;3.085;23.72;12.747;24.382;20.438;14.769;9.073;2.085;3.34;1.224;3.247;18.157;7.19;23.853;26.539;5.188;24.293;19.456;7.526;12.223;5.822;24.485;6.682;23.693;14.772;23.458;18.741;28.473;13.55;12.8;3.659;14.118;15.843;6.353;12.189;22.885;6.528;28.859;6.904;10.243;8.835;1.367;15.759;18.414;27.697;14.06;11.086;1.278;8.469;3.55;22.826;13.648;27.239;1.246;5.292;7.407;11.274;29.923;24.969;23.239;10.073;9.865;15.875;18.271;19.769;16.943;20.547;12.852
r141;20.943;17.213;16.116;14.66;10.673;18.732;16.097;11.196;25.545;5.72;18.052;4.63;20.763;8.692;22.925;13.428;20.534;18.895;8.057;12.799;21.179;19.957;6.792;17.835;14.234;13.405;6.355;8.666;7.473;11.934;21.527;14.002;9.635;13.922;22.898;10.904;25.905;14.413;3.737;19.801;17.117;24.721;23.861;25.712;5.563;19.209;27.969;21.412;12.551;8.779;2.167;23.283;12.815;10.863;3.048;27.176;16.793;28.564;3.481;12.509;18.575;20.877;11.336;28.281;8.082;4.841;13.739;3.591;23.413;5.009;25.043;6.039;5.7;24.3;23.992;11.935;3.687;15.73;28.539;1.132;4.565;28.567;18.652;27.609;14.463;1.876;4.421;7.799;8.689;16.084;15.49;2.392;25.12;17.798;5.255;14.875;26.706;22.623;26.083;18.392;21.554;4.834;7.85;19.636;7.751;28.883;5.331;2.394;17.628;21.304;10.483;6.159;13.426;27.029;8.749;12.128;13.063;22.447;13.733;25.883;14.816;10.12;18.498;11.016;8.432;26.859;16.998;2.99;13.453;2.316;23.201;21.466;15.743;27.296;23.29;28.266;12.411;4.55;3.758;12.484;25.743;2.013;5.746;17.619;20.928;22.625;26.418;16.794;10.906;7.131;17.355;3.644;12.724;11.731;7.938;2.12;5.673;4.041;20.543;22.545;28.587;2.513;21.973;26.799;15.669;10.936;15.201;17.841;6.031;5.379;2.582;20.728;9.281;13.41;14.283;14.19;3.062;27.606;1.831;23.453;14.042;10.801;5.418;8.964;20.253;25.696;29.469;25.02;23.367;10.721;4.597;10.179;18.035;29.31;18.918;25.333;10.577;13.739;11.277;16.123;5.797;29.96;4.185;16.336;23.873;25.022;11.753;27.746;13.661;19.145;21.41;1.647;29.57;1.721;25.018;10.167;11.617;27.441;16.589;19.871;4.897;18.554;13.204;10.352;20.87;7.96;29.337;12.693;18.863;21.617;9.848;22.928;26.526;8.369;13.98;28.689;17.917;13.386;26.417;29.052;21.719;20.544;25.056;17.661;5.596;28.794;3.622;26.041;7.103;11.992;8.089;17.375;22.869;16.003;16.467;9.535;9.767;18.595;25.269;15.839;18.557;7.931;16.566;4.001;12.529;10.022;5.805;7.856;1.483;28.094;25.248;28.297;13.012;21.773;10.281;28.253;24.501;27.942;24.428;23.756;16.162;16.925;28.932;4.703;13.526;10.522;13.877;19.12;21.719;8.197;2.848;27.855;21.758;23.087;6.859;23.924;22.79;7.711;26.85;4.14
r142;5.043;6.138;25.622;21.314;2.118;18.681;5.647;13.973;2.882;21.198;15.085;16.39;24.03;2.347;17.716;19.853;12.401;8.393;6.921;3.351;26.896;8.897;26.482;29.462;19.796;3.85;16.171;15.168;5.829;9.48;27.853;7.839;2.733;26.494;9.121;15.094;21.081;19.942;21.664;24.159;9.586;26.933;7.448;14.791;29.146;6.765;24.098;24.511;14.78;9.444;11.758;12.986;28.87;20.502;1.347;29.554;7.103;20.957;16.528;12.808;27.238;27.943;8.887;7.934;24.094;29.834;18.648;24.131;21.191;12.523;9.157;18.015;13.853;5.634;24.255;6.325;21.311;10.418;13.879;25.538;15.182;9.427;10.133;28.899;18.853;23.624;1.747;24.968;9.637;22.446;11.049;27.71;22.444;28.792;28.126;1.46;17.184;6.242;28.782;1.56;26.925;14.542;12.462;24.97;2.108;9.05;21.975;7.759;1.166;15.535;28.191;29.801;7.786;6.094;15.762;3.901;24.273;18.606;13.085;15.902;12.477;3.809;11.408;29.295;21.747;27.272;6.37;17.131;26.772;18.331;20.043;21.702;21.766;4.689;16.215;28.973;13.547;29.949;18.925;7.284;8.494;2.379;24.901;20.369;6.607;17.21;29.103;11.421;13.617;5.962;6.244;11.305;8.599;28.096;27.524;13.455;4.652;28.283;8.493;17.025;24.366;17.242;25.283;26.587;14.632;10.858;16.704;12.778;7.236;26.78;20.349;26.846;15.501;28.022;8.554;13.136;1.687;6.939;20.358;8.77;27.773;28.047;6.285;20.327;8.464;24.562;22.022;26.707;1.825;10.268;19.436;4.21;20.284;24.301;13.298;28.756;1.426;12.498;20.706;8.415;14.788;14.146;14.177;16.771;1.283;4.927;10.979;11.69;14.351;24.98;22.93;23.501;29.312;10.636;26.494;29.211;1.274;24.761;29.402;21.051;11.671;14.466;11.073;28.657;24.405;6.195;3.434;8.525;21.226;8.351;22.38;7.112;10.611;24.631;10.29;27.889;23.873;13.6;6.212;6.94;3.088;19.15;11.804;3.8;6.303;13.008;5.768;6.874;4.044;29.317;10.278;6.484;9.542;5.588;10.92;18.27;5.826;12.474;22.035;27.773;2.787;29.743;2.362;22.662;2.093;9.106;1.086;8.579;2.0;22.126;22.913;5.508;10.908;18.841;8.146;6.665;21.346;13.723;11.931;24.985;9.781;14.044;8.696;21.138;15.278;15.645;7.072;20.912;8.47;15.338;18.244;19.436;4.654;20.506;2.264;18.918;22.09;27.284;14.419;5.569
r143;6.948;21.089;19.925;4.312;1.312;3.363;2.919;4.059;9.098;14.274;14.679;6.418;12.574;7.996;8.674;3.787;20.364;1.986;2.378;3.815;15.991;21.825;4.048;2.204;19.727;9.291;27.999;15.161;27.786;26.665;3.12;11.541;6.344;4.603;8.892;4.054;20.818;4.656;5.633;1.17;22.249;1.607;6.473;24.297;14.453;5.466;4.686;2.254;18.826;3.926;23.366;17.863;18.889;24.488;13.399;8.063;6.505;6.471;6.101;3.568;5.086;15.972;7.896;21.047;2.851;13.375;4.931;20.032;15.507;11.994;4.106;20.523;20.61;2.042;12.217;22.977;16.345;12.859;5.017;19.217;4.088;11.887;12.97;6.701;11.261;21.494;13.099;1.371;4.238;29.218;8.014;14.702;26.724;5.79;16.141;1.608;16.526;15.09;11.621;24.532;14.707;28.578;16.376;29.641;13.277;7.928;13.746;3.615;22.172;18.787;27.276;14.161;3.981;5.032;26.791;3.069;29.009;23.04;17.206;14.596;5.062;10.522;21.015;18.362;9.618;7.957;2.793;22.115;2.224;8.059;13.277;3.513;14.135;20.664;18.131;8.103;18.721;12.239;24.173;5.194;15.011;19.136;5.186;15.641;6.838;13.049;5.978;22.037;2.569;10.969;10.308;20.831;29.246;25.527;14.754;5.926;21.2;26.989;1.654;29.838;8.981;14.298;22.573;5.988;16.925;25.205;19.724;19.319;28.373;17.635;14.387;13.736;22.733;16.657;8.571;9.837;28.914;19.843;26.447;13.763;28.201;15.311;26.644;27.277;11.164;10.183;15.861;12.154;17.08;15.47;7.371;7.893;15.851;27.87;11.141;18.183;21.673;8.949;19.828;1.395;22.857;15.439;22.864;7.952;27.599;18.371;9.542;8.453;7.206;25.169;4.198;19.293;6.335;29.706;7.271;9.723;23.635;18.623;27.754;1.274;8.342;22.342;12.841;12.414;3.887;19.059;2.667;5.34;5.666;7.674;22.498;26.01;6.834;12.017;21.003;12.654;11.033;5.891;10.309;22.294;4.596;18.322;10.212;24.158;29.714;29.248;28.997;13.429;17.012;14.961;13.454;1.996;15.828;14.214;18.282;8.686;6.877;21.379;1.298;7.209;4.996;24.803;26.935;16.749;24.647;8.828;12.874;4.131;13.202;5.744;5.817;14.778;11.809;27.683;7.483;25.835;10.22;27.553;7.604;14.418;26.214;20.112;28.873;17.077;6.258;3.818;24.321;6.366;15.534;29.98;13.702;9.471;12.553;13.35;29.687;21.15;4.793;3.893;23.41;12.33
r144;23.842;6.211;8.441;25.377;27.556;24.176;5.574;10.593;10.568;29.458;16.918;27.981;27.023;20.077;23.466;22.64;10.15;3.088;14.162;9.036;2.047;9.042;11.17;29.995;13.688;18.862;11.691;13.025;24.827;13.775;1.678;22.67;18.697;13.251;28.426;23.642;9.469;20.788;9.881;6.844;9.355;23.372;27.943;18.061;7.423;8.593;9.21;20.733;15.456;27.845;11.976;29.707;25.742;13.334;6.947;8.193;17.015;13.745;5.293;12.832;16.022;8.519;25.019;12.001;19.314;19.624;18.604;18.298;12.148;28.823;22.962;3.545;1.898;2.582;21.385;7.575;6.133;27.479;23.349;16.819;19.395;3.146;9.685;19.439;2.617;15.479;13.837;28.947;3.447;2.746;18.828;23.483;4.116;22.322;19.557;24.031;13.529;1.318;18.933;17.702;11.277;27.644;26.643;20.066;2.307;18.851;19.689;16.047;4.468;23.66;14.278;16.353;27.932;29.99;14.453;2.024;15.317;14.22;17.307;12.239;23.831;22.056;14.171;4.167;17.02;11.923;1.524;4.147;22.673;13.995;16.405;17.62;18.809;19.513;29.946;9.741;18.553;2.912;28.664;15.605;22.89;15.798;11.157;26.091;23.878;23.76;5.243;21.437;24.556;20.876;12.556;12.68;26.541;4.653;14.393;25.19;12.711;26.348;24.653;29.482;2.177;28.68;12.212;17.442;8.519;20.921;17.161;23.058;15.15;15.686;14.753;23.272;8.826;11.527;28.145;3.267;20.247;7.153;16.461;13.97;14.994;6.957;28.584;22.565;12.292;28.56;12.874;29.847;15.189;27.31;21.251;4.478;24.052;12.463;8.918;26.531;13.16;23.831;15.925;5.016;2.017;2.746;10.759;16.791;4.293;21.114;20.082;11.816;3.624;10.269;2.358;1.861;18.548;26.013;10.59;26.169;25.534;3.629;12.373;20.853;18.386;12.435;27.283;20.738;5.995;27.813;4.943;23.34;20.674;12.076;3.618;2.514;29.057;9.858;22.619;14.659;7.022;16.713;17.853;12.068;23.156;21.832;26.129;7.468;17.577;24.307;23.279;6.275;19.13;2.305;13.558;5.861;15.477;24.861;7.264;15.522;26.644;7.014;24.894;26.533;23.419;13.002;16.858;18.876;8.766;26.078;7.771;18.318;6.878;13.392;19.357;25.428;6.411;11.278;21.685;15.256;24.115;25.077;22.761;7.753;13.147;3.905;20.867;15.062;7.533;13.876;24.426;28.065;8.325;21.505;3.661;23.574;1.913;9.626;6.974;17.21;1.763;15.314;28.754;28.865
r145;13.424;10.903;3.613;3.969;15.637;13.302;5.667;25.782;17.999;19.809;7.436;13.879;3.35;19.577;25.618;21.804;15.859;6.286;26.367;3.21;13.194;7.853;27.351;7.373;11.239;19.443;21.725;13.737;21.351;22.971;15.388;19.306;26.055;10.265;23.011;22.372;28.811;3.698;26.621;8.546;12.783;18.326;18.746;6.944;7.552;23.036;2.066;25.736;25.745;2.868;6.886;17.883;27.709;4.249;8.015;21.697;12.238;13.729;23.311;14.136;20.963;23.337;11.098;24.699;14.674;21.807;24.531;16.256;20.038;19.938;28.429;15.342;21.974;14.983;23.735;27.488;9.266;6.075;5.476;29.403;3.441;14.716;20.72;18.334;24.983;29.185;5.772;11.422;17.699;5.52;28.482;21.844;7.614;18.504;27.404;1.046;9.891;24.683;4.747;27.4;18.303;24.13;16.149;29.636;15.544;21.541;12.894;22.856;9.676;9.335;15.314;19.244;23.06;11.199;7.231;24.804;16.294;22.253;3.621;24.491;1.143;12.614;29.87;26.879;27.507;27.493;11.714;13.241;28.704;20.217;14.855;11.579;8.906;21.557;2.906;29.162;20.328;28.635;13.433;2.156;14.162;14.772;22.353;16.597;24.423;25.759;24.687;29.5;26.276;25.627;7.688;11.644;21.005;24.026;1.949;28.973;24.511;8.602;24.168;8.466;10.34;15.387;19.503;8.94;28.849;5.286;9.63;13.99;11.168;2.893;11.185;22.326;14.328;20.778;26.362;7.614;28.677;16.357;15.199;14.648;24.743;4.085;9.225;24.499;2.808;8.812;5.417;23.631;6.137;28.435;18.358;27.425;23.928;5.811;18.931;24.826;5.538;26.06;24.12;4.465;25.474;4.591;12.775;4.866;8.301;9.848;19.741;4.981;7.784;5.584;7.947;11.916;23.253;13.19;26.929;14.439;4.779;24.142;1.005;1.794;18.93;15.027;1.346;15.877;9.301;21.852;14.061;10.629;21.62;28.295;10.715;19.215;3.623;5.037;19.581;3.058;17.987;24.79;23.185;27.091;1.705;24.393;8.133;6.835;27.645;7.397;5.019;13.812;26.187;29.542;24.947;14.438;14.182;14.743;11.747;1.806;16.91;5.123;8.062;17.59;19.349;17.571;8.752;2.639;28.384;1.356;15.359;17.356;24.689;20.691;27.731;2.972;29.705;26.452;9.975;21.25;5.879;9.302;11.981;26.422;21.688;27.25;22.811;6.054;3.848;26.617;22.174;11.139;5.081;11.868;20.216;19.418;8.981;23.311;2.166;2.45;6.424;25.49;2.373;14.234
r146;1.187;10.4;28.623;22.716;25.511;10.216;2.217;8.711;16.998;25.935;1.754;19.492;14.663;2.352;15.655;8.629;1.136;10.168;1.671;20.535;23.116;6.442;12.71;7.151;6.989;19.49;27.093;27.22;25.9;21.223;24.196;11.533;13.891;20.836;21.011;14.696;5.005;22.365;25.572;5.242;10.807;6.231;16.573;1.668;5.505;16.365;6.412;19.86;17.009;10.69;14.161;28.817;26.997;22.381;26.36;13.444;21.226;10.409;6.691;28.332;15.955;5.458;29.735;26.948;7.634;17.612;14.087;25.719;21.365;6.19;1.878;20.506;25.95;7.823;12.086;9.145;3.624;4.523;22.214;10.328;12.301;6.234;8.981;12.578;3.643;27.922;13.88;25.129;8.29;3.119;14.796;18.624;4.853;27.994;11.845;18.819;15.612;6.195;20.198;21.192;18.072;2.418;27.218;24.277;28.509;9.411;24.014;2.435;19.431;8.472;19.027;2.227;19.209;3.618;9.534;4.25;12.937;7.326;4.189;7.117;25.132;21.974;5.332;19.072;18.074;10.967;3.966;11.853;11.007;21.295;17.895;12.239;11.11;26.857;12.006;16.356;25.937;26.192;6.271;8.296;18.492;13.829;13.307;28.328;10.59;14.953;11.232;28.4;10.642;10.676;21.893;13.72;25.098;23.11;26.41;22.693;24.624;5.456;25.049;20.933;1.073;22.947;24.633;21.571;7.823;12.611;16.484;16.107;16.578;11.584;26.559;25.521;7.04;25.018;29.233;6.886;29.478;18.072;28.968;13.778;19.693;1.569;16.755;19.877;22.114;25.25;18.423;17.578;2.545;13.158;15.2;19.892;22.797;26.303;11.873;1.888;20.934;2.403;23.862;25.478;10.243;23.336;19.49;8.913;16.416;1.32;11.997;4.6;28.842;20.773;10.05;10.704;2.56;16.129;15.51;25.595;11.664;23.856;8.935;3.693;4.794;19.433;22.348;10.118;8.139;28.758;3.43;1.175;10.678;19.3;25.286;18.867;26.616;29.529;13.677;24.485;27.436;15.956;29.336;7.276;2.776;21.881;27.465;26.222;22.216;6.316;16.145;19.384;25.731;23.348;26.214;16.499;21.069;25.91;22.698;26.66;12.866;28.797;20.05;13.965;29.527;11.993;13.513;28.266;8.527;25.646;13.573;20.108;21.445;15.301;16.236;12.34;14.232;11.449;5.544;28.952;16.896;14.532;25.991;6.893;5.649;7.565;4.274;6.363;13.465;1.224;27.127;2.383;6.271;21.067;28.208;19.782;7.083;14.106;16.527;23.309;24.003;10.538;18.42;8.852
r147;16.641;11.97;3.076;17.106;5.378;16.213;18.53;4.033;5.673;22.986;5.654;10.199;26.259;8.237;20.351;3.658;29.396;11.774;20.934;12.561;18.397;2.068;15.439;14.959;14.203;7.217;8.127;24.299;13.527;13.835;7.524;25.611;2.281;11.436;23.938;28.977;24.542;26.993;10.202;5.046;9.425;17.226;12.878;23.699;5.449;26.718;28.396;9.49;5.81;3.84;4.01;8.562;7.774;18.386;24.345;4.767;29.107;23.323;3.785;1.49;26.03;21.101;23.933;18.124;24.523;11.655;12.18;4.467;7.895;5.342;5.33;5.581;4.874;28.651;20.775;8.78;26.186;9.278;27.371;17.125;25.099;2.384;17.063;11.3;3.18;3.65;20.535;13.307;18.124;5.869;13.857;27.344;10.508;13.673;4.938;13.288;19.397;10.186;17.42;19.302;13.422;6.118;16.364;23.597;3.635;1.506;20.413;16.587;27.296;11.568;11.619;4.903;26.786;20.394;20.071;25.688;16.171;5.527;18.684;10.928;19.585;11.763;17.442;5.264;12.853;17.553;10.797;4.543;27.048;26.2;29.907;17.17;9.259;22.937;17.97;29.243;20.374;7.752;15.089;11.74;8.6;21.036;12.177;25.925;23.433;23.985;16.177;21.867;3.697;24.598;6.671;18.869;6.72;20.794;3.213;5.324;14.949;16.011;29.325;27.188;29.299;24.557;8.535;25.897;3.151;3.654;11.393;21.809;22.221;25.3;15.224;23.146;22.699;27.746;11.305;26.448;4.151;18.481;14.599;28.516;14.699;10.416;6.809;27.332;22.99;3.257;27.542;20.292;2.775;17.587;18.727;6.973;14.579;21.969;4.14;14.098;23.77;6.632;22.949;15.436;28.117;20.978;19.55;25.458;16.838;6.798;25.215;28.439;24.558;24.666;7.371;24.235;16.782;5.644;24.41;6.089;6.126;21.911;29.739;19.623;12.07;28.415;1.192;19.187;8.488;7.292;14.969;9.42;16.479;8.831;8.661;2.123;23.918;17.707;20.668;3.705;12.803;3.718;2.283;2.108;8.93;17.997;4.752;28.524;3.988;21.466;8.42;27.501;21.497;27.28;13.048;25.985;20.046;27.892;5.135;11.219;21.39;8.844;2.69;25.03;28.001;4.339;27.918;1.77;10.907;23.62;6.375;21.431;15.525;9.008;14.285;8.351;23.146;4.473;3.753;4.233;9.36;15.241;11.576;6.862;14.183;23.801;6.192;15.361;3.45;15.344;16.091;17.649;23.861;13.68;5.936;3.847;11.76;13.073;10.635;16.277;28.372;8.433;21.738;24.446
